Price,Volume,Timestamp,Type
99.35099818573643,10,2022-01-01 00:00:00,Bid
100.95960126096084,74,2022-01-01 00:00:00,Ask
96.26237294170745,94,2022-01-01 00:01:00,Bid
105.91591174211342,37,2022-01-01 00:01:00,Ask
91.93602728824408,68,2022-01-01 00:02:00,Bid
106.05551125467312,37,2022-01-01 00:02:00,Ask
98.347100931168,-4,2022-01-01 00:03:00,Bid
105.34299389362315,49,2022-01-01 00:03:00,Ask
94.59228961851808,71,2022-01-01 00:04:00,Bid
105.4080815891844,67,2022-01-01 00:04:00,Ask
93.5715115256968,45,2022-01-01 00:05:00,Bid
107.95616788192874,8,2022-01-01 00:05:00,Ask
93.79092284030983,25,2022-01-01 00:06:00,Bid
103.43053188561501,73,2022-01-01 00:06:00,Ask
98.7912566957139,59,2022-01-01 00:07:00,Bid
104.53972092821179,0,2022-01-01 00:07:00,Ask
96.88321135405153,43,2022-01-01 00:08:00,Bid
106.28919903331794,35,2022-01-01 00:08:00,Ask
92.5298037982481,84,2022-01-01 00:09:00,Bid
101.8273887811818,87,2022-01-01 00:09:00,Ask
93.45198919594891,17,2022-01-01 00:10:00,Bid
109.13592942740969,13,2022-01-01 00:10:00,Ask
100.41229864534472,28,2022-01-01 00:11:00,Bid
107.41326081385952,94,2022-01-01 00:11:00,Ask
92.32633841026448,72,2022-01-01 00:12:00,Bid
101.228568065597,27,2022-01-01 00:12:00,Ask
99.42492320338016,43,2022-01-01 00:13:00,Bid
108.96615133892001,7,2022-01-01 00:13:00,Ask
91.80120565209873,44,2022-01-01 00:14:00,Bid
109.38313615242129,37,2022-01-01 00:14:00,Ask
97.97240083136353,76,2022-01-01 00:15:00,Bid
107.76873813264929,101,2022-01-01 00:15:00,Ask
90.43604099721533,14,2022-01-01 00:16:00,Bid
104.0995575687861,96,2022-01-01 00:16:00,Ask
95.66909152607175,65,2022-01-01 00:17:00,Bid
109.37651669439597,25,2022-01-01 00:17:00,Ask
95.99404375017237,6,2022-01-01 00:18:00,Bid
100.19061707040105,5,2022-01-01 00:18:00,Ask
98.7544292367396,6,2022-01-01 00:19:00,Bid
104.72841864424608,50,2022-01-01 00:19:00,Ask
97.37981041062855,93,2022-01-01 00:20:00,Bid
102.28933001848273,57,2022-01-01 00:20:00,Ask
91.3286338366792,89,2022-01-01 00:21:00,Bid
104.03763134922276,84,2022-01-01 00:21:00,Ask
90.6120739485697,90,2022-01-01 00:22:00,Bid
109.01189355856677,88,2022-01-01 00:22:00,Ask
96.27371220275577,18,2022-01-01 00:23:00,Bid
108.45313501552943,13,2022-01-01 00:23:00,Ask
95.48671805325448,40,2022-01-01 00:24:00,Bid
106.49985971108673,90,2022-01-01 00:24:00,Ask
92.32077660360224,19,2022-01-01 00:25:00,Bid
103.24553205624359,80,2022-01-01 00:25:00,Ask
90.3579212065724,32,2022-01-01 00:26:00,Bid
108.79374036951427,21,2022-01-01 00:26:00,Ask
94.99688772506195,48,2022-01-01 00:27:00,Bid
103.82939844758234,35,2022-01-01 00:27:00,Ask
96.65039254334657,24,2022-01-01 00:28:00,Bid
100.67818424605211,72,2022-01-01 00:28:00,Ask
95.17752530794452,10,2022-01-01 00:29:00,Bid
106.6645927361039,51,2022-01-01 00:29:00,Ask
93.12169448894757,5,2022-01-01 00:30:00,Bid
104.38058529594902,48,2022-01-01 00:30:00,Ask
99.91779420840538,59,2022-01-01 00:31:00,Bid
101.81424659621565,95,2022-01-01 00:31:00,Ask
93.66711038882006,57,2022-01-01 00:32:00,Bid
109.47105050900906,10,2022-01-01 00:32:00,Ask
96.24056097167896,67,2022-01-01 00:33:00,Bid
107.5890888451571,88,2022-01-01 00:33:00,Ask
92.24866126071315,76,2022-01-01 00:34:00,Bid
108.34132338803165,38,2022-01-01 00:34:00,Ask
99.47918136450441,40,2022-01-01 00:35:00,Bid
106.93014123972331,28,2022-01-01 00:35:00,Ask
94.3191729150302,11,2022-01-01 00:36:00,Bid
101.5096039257046,23,2022-01-01 00:36:00,Ask
95.13001191394916,70,2022-01-01 00:37:00,Bid
100.22518194554863,53,2022-01-01 00:37:00,Ask
93.49813138250217,100,2022-01-01 00:38:00,Bid
108.65209312783178,65,2022-01-01 00:38:00,Ask
99.81987121363164,44,2022-01-01 00:39:00,Bid
100.05813258295426,32,2022-01-01 00:39:00,Ask
94.43188459477672,-6,2022-01-01 00:40:00,Bid
106.00749312075264,26,2022-01-01 00:40:00,Ask
94.42149885192248,8,2022-01-01 00:41:00,Bid
103.57793633339818,48,2022-01-01 00:41:00,Ask
94.37544840703823,24,2022-01-01 00:42:00,Bid
105.64319401061165,43,2022-01-01 00:42:00,Ask
94.13775858884159,61,2022-01-01 00:43:00,Bid
103.8520919620139,8,2022-01-01 00:43:00,Ask
93.00114628345665,22,2022-01-01 00:44:00,Bid
100.37175555519926,73,2022-01-01 00:44:00,Ask
92.36087941184641,36,2022-01-01 00:45:00,Bid
107.89678202510159,78,2022-01-01 00:45:00,Ask
96.76386351779892,16,2022-01-01 00:46:00,Bid
102.49422581173545,17,2022-01-01 00:46:00,Ask
91.54377764331613,53,2022-01-01 00:47:00,Bid
105.86981010975282,77,2022-01-01 00:47:00,Ask
95.32299622508847,31,2022-01-01 00:48:00,Bid
107.93202584982313,39,2022-01-01 00:48:00,Ask
98.66297580197954,27,2022-01-01 00:49:00,Bid
107.31024191970097,11,2022-01-01 00:49:00,Ask
98.62798643623546,46,2022-01-01 00:50:00,Bid
103.13981062892613,37,2022-01-01 00:50:00,Ask
96.68915565075402,5,2022-01-01 00:51:00,Bid
107.28693838620374,75,2022-01-01 00:51:00,Ask
91.30280115166208,96,2022-01-01 00:52:00,Bid
108.63927905732136,12,2022-01-01 00:52:00,Ask
92.27378887556492,33,2022-01-01 00:53:00,Bid
106.48179248778986,33,2022-01-01 00:53:00,Ask
92.49214741252915,40,2022-01-01 00:54:00,Bid
107.70633604673796,31,2022-01-01 00:54:00,Ask
94.72491680678104,52,2022-01-01 00:55:00,Bid
108.80023827903415,55,2022-01-01 00:55:00,Ask
96.24075349529959,48,2022-01-01 00:56:00,Bid
107.09672754856722,18,2022-01-01 00:56:00,Ask
97.92306756246843,82,2022-01-01 00:57:00,Bid
104.1943693196692,60,2022-01-01 00:57:00,Ask
96.67109628109074,77,2022-01-01 00:58:00,Bid
109.97657274719417,53,2022-01-01 00:58:00,Ask
95.85959861486512,67,2022-01-01 00:59:00,Bid
98.95846284665419,76,2022-01-01 00:59:00,Ask
98.52873823813937,2,2022-01-01 01:00:00,Bid
109.0154386849634,100,2022-01-01 01:00:00,Ask
98.30976142513771,52,2022-01-01 01:01:00,Bid
101.93313792071271,26,2022-01-01 01:01:00,Ask
94.27308650094562,-5,2022-01-01 01:02:00,Bid
104.40416577985972,-3,2022-01-01 01:02:00,Ask
91.83872531426438,99,2022-01-01 01:03:00,Bid
108.32613749300576,39,2022-01-01 01:03:00,Ask
89.9976539879662,88,2022-01-01 01:04:00,Bid
101.99831379336501,43,2022-01-01 01:04:00,Ask
90.86184505469375,91,2022-01-01 01:05:00,Bid
102.70478066155921,64,2022-01-01 01:05:00,Ask
93.27931966788405,81,2022-01-01 01:06:00,Bid
107.02478004396586,25,2022-01-01 01:06:00,Ask
95.04758701430488,77,2022-01-01 01:07:00,Bid
107.52924667682402,70,2022-01-01 01:07:00,Ask
93.77745574764137,21,2022-01-01 01:08:00,Bid
99.25670739659546,60,2022-01-01 01:08:00,Ask
93.24910529433896,84,2022-01-01 01:09:00,Bid
104.97594302325845,72,2022-01-01 01:09:00,Ask
98.62314604118728,20,2022-01-01 01:10:00,Bid
104.6516392464094,44,2022-01-01 01:10:00,Ask
96.68557169367946,21,2022-01-01 01:11:00,Bid
103.69962850428513,55,2022-01-01 01:11:00,Ask
